CANCER_TYPE	SIGNATURE	SAMPLES_ACTIVE	SAMPLES_ACTIVE_F	MUTS	IN	OUT	FC_MEDIAN	PVALUE	QVALUE	SIG	FC_LOG2
BLADDER_URI	SBS40	58	0.3580246913580247	5204.020617081733	0.38517955210613386	0.4705525383810812	0.7952670484761503	1.040206078688408e-10	3.1206182360652236e-10	yes	-0.3304887001271508
BLADDER_URI	SBS5	149	0.9197530864197532	3529.282896486049	0.1758474032023339	0.2341043401411686	0.762814753266669	2.6143852483302786e-23	2.3529467234972506e-22	yes	-0.3905953484327705
BLADDER_URI	SBS92	35	0.21604938271604934	5695.6257811056	0.19180787356558252	0.32353509259517443	0.6839533336117362	2.477027639365237e-07	4.458649750857426e-07	yes	-0.5480302020330452
BOWEL	SBS1	502	0.9211009174311928	1751.341066457307	0.34624189011689915	0.12700671429501276	2.5838853715802195	5.962266596733799e-84	2.9811332983668996e-83	yes	1.3695420694432416
BOWEL	SBS13	69	0.12660550458715594	1081.4823910783086	0.014036198216187002	0.06779969833937888	0.2147410479281001	5.214926521052867e-13	7.449895030075522e-13	yes	-2.2193301049854766
BOWEL	SBS17a	47	0.08623853211009175	1483.4691964431518	0.048486872770159034	0.07401919445931153	0.5682235366930971	2.7281271542934385e-09	3.410158942866798e-09	yes	-0.8154695034740582
BOWEL	SBS17b	206	0.3779816513761468	2031.0833888068528	0.25909667936491304	0.12104280524818985	2.2448698186232297	4.137510089611378e-35	1.0343775224028443e-34	yes	1.1666317846224379
BOWEL	SBS18	298	0.5467889908256881	3029.5296779579326	0.16549638329367594	0.239459360869594	0.6984631267342698	1.5339754884738116e-50	5.113251628246039e-50	yes	-0.517744139999611
BOWEL	SBS36	91	0.1669724770642202	2124.0863881349455	0.08150934079736735	0.1619358837786327	0.4968980267806116	1.1920864122849158e-16	1.9868106871415262e-16	yes	-1.0089782820383384
BOWEL	SBS5	545	1.0	5086.193099538737	0.2414768320966262	0.4174486979182213	0.6072710221748283	1.9441015160082352e-88	1.9441015160082352e-87	yes	-0.7195875667369371
BOWEL	SBS8	142	0.26055045871559634	3673.2804890375933	0.15699807635986512	0.235074808857734	0.6564724080727161	1.7573304013248033e-24	3.5146608026496065e-24	yes	-0.6071937198289103
BOWEL	SBS85	28	0.05137614678899083	1686.1448561855732	0.13945273434830033	0.15720092408747022	0.9231465657126718	0.07570473244625008	0.07570473244625008	no	-0.11536837568339983
BOWEL	SBS93	172	0.3155963302752294	4365.632984597378	0.2449345713643425	0.2715867989401137	0.8929236185798561	1.5104247535485782e-08	1.678249726165087e-08	yes	-0.16339132358231184
BRCA	SBS1	564	0.7193877551020408	388.60716706758484	0.23489526353855414	0.09622924935243952	2.4549638069267843	1.3032571622841356e-93	1.0426057298273085e-92	yes	1.2957017553130261
BRCA	SBS13	457	0.5829081632653061	728.870778067577	0.07707262310099329	0.10564396789473614	0.6602139712214895	5.499378867981082e-54	2.1997515471924326e-53	yes	-0.5989944261865209
BRCA	SBS17b	48	0.061224489795918366	1025.0963100929648	0.07623552001422698	0.11822349182116018	0.7020417828859293	0.0007126649883187096	0.0007126649883187096	yes	-0.5103711980206739
BRCA	SBS18	226	0.28826530612244894	762.8257844522708	0.15248107215964007	0.17171749055899574	0.8779156872526626	3.21947301314018e-18	5.151156821024288e-18	yes	-0.18784570116677393
BRCA	SBS2	472	0.6020408163265306	647.5126669065369	0.10101215583069258	0.11671227606138798	0.8733183579213403	5.221011064538759e-09	5.966869788044296e-09	yes	-0.19542042766589743
BRCA	SBS3	164	0.20918367346938774	3963.0204044121974	0.36000244503228096	0.4382468019434373	0.7907339542269074	2.6828337118842443e-28	5.365667423768489e-28	yes	-0.3387357193797748
BRCA	SBS5	784	1.0	2187.9370019322214	0.4121526966751495	0.4958550272668905	0.904409639167436	1.057706448438711e-48	2.8205505291698965e-48	yes	-0.1449517265208847
BRCA	SBS8	191	0.24362244897959184	1352.551460277872	0.1844431248550628	0.2124189578444636	0.8366166147076856	3.872285198240976e-16	5.163046930987969e-16	yes	-0.2573614455566602
BRAIN	SBS1	369	0.968503937007874	147.69882838523588	0.7119652207356638	0.2019294853442972	3.049919122355338	2.76573944587429e-52	1.3828697229371452e-51	yes	1.6087709858480024
BRAIN	SBS18	52	0.13648293963254593	155.42640742586823	0.08161301806228112	0.21440534324963226	0.4061555992121098	2.4812060671201494e-05	2.4812060671201494e-05	yes	-1.299895561549964
BRAIN	SBS30	24	0.06299212598425198	470.7328768157173	0.019511743934515262	0.1051319024300692	0.18975906721146688	1.1920928955078123e-06	1.4901161193847656e-06	yes	-2.3977592716524994
BRAIN	SBS5	379	0.994750656167979	652.541899639291	0.2191293722097307	0.6258694583879294	0.3523084585340892	2.3957151610019497e-46	5.989287902504873e-46	yes	-1.505088982135975
BRAIN	SBS8	138	0.3622047244094488	896.2718219067294	0.05510376318376426	0.23752928970004303	0.20546258763327932	1.0976410899703636e-23	1.829401816617273e-23	yes	-2.283052375188272
CERVIX	SBS1	35	0.7954545454545454	575.3694105276281	0.17993079844544468	0.09577320277191456	1.9698845389732516	0.008775899766492934	0.017551799532985867	no	0.9781110713403571
CERVIX	SBS13	39	0.8863636363636364	1466.472091194063	0.0409025125969884	0.21369341628723784	0.15800432557904645	1.6966061186007515e-06	1.3572848948806015e-05	yes	-2.6619640402443663
CERVIX	SBS2	41	0.9318181818181818	1485.7145428982544	0.3464596944673222	0.2309844157110936	1.4044400737855205	0.0033347430889966376	0.01333897235598655	no	0.48999506725754227
CERVIX	SBS31	9	0.20454545454545456	2973.543398005989	0.1216123256948352	0.27272825086791	0.5368036312294827	0.0078125	0.017551799532985867	no	-0.8975336641483566
CERVIX	SBS35	3	0.06818181818181818	2153.143383462328	0.10544398999688986	0.22712447674361766	0.4599473560265569	0.25	0.2857142857142857	no	-1.120459350121394
CERVIX	SBS40	4	0.09090909090909093	2997.2970558137786	0.3336752518969688	0.4965289640554658	0.6921301547904348	0.625	0.625	no	-0.5308847333053901
CERVIX	SBS5	44	1.0	2222.8057610726228	0.2702544847529361	0.32083706011688234	0.7982531517974218	0.09285857158322944	0.12381142877763925	no	-0.3250817507894146
CERVIX	SBS8	5	0.11363636363636365	1604.6337645569324	0.09443058295704967	0.2177940004794517	0.6297148398559161	0.0625	0.1	no	-0.6672294285933582
COADREAD	SBS1	465	0.9707724425887264	1929.1366380288903	0.378083305669302	0.1406249478576796	2.5458428336504264	6.573121157021166e-78	6.573121157021167e-77	yes	1.3481433579227282
COADREAD	SBS10c	64	0.1336116910229645	1895.310120395377	0.13801780726760682	0.15054614293877555	0.9241587891972214	2.1068731750084407e-05	2.1068731750084407e-05	yes	-0.11378733772050784
COADREAD	SBS13	39	0.081419624217119	1028.5292868951283	0.012382494597719059	0.0633421532018577	0.1911410732783873	5.255295360476943e-08	5.8392170671966026e-08	yes	-2.387290270271828
COADREAD	SBS17a	44	0.0918580375782881	1511.982921326321	0.04834867937223989	0.07635279366794342	0.5774822356234112	8.162147322244144e-09	1.1660210460348776e-08	yes	-0.7921515275312998
COADREAD	SBS17b	172	0.35908141962421714	2214.1150517022215	0.26831960264531296	0.1270698838825217	2.1378047595788914	2.1881860221675328e-29	4.3763720443350656e-29	yes	1.0961301013048281
COADREAD	SBS18	263	0.5490605427974948	2853.6022232171363	0.15530264262772164	0.2198528667880488	0.6991867876336548	8.087660801050493e-45	2.695886933683498e-44	yes	-0.5162501720561493
COADREAD	SBS40	246	0.5135699373695198	7237.374055926313	0.30536683937108666	0.5506296692588626	0.6010907230209963	4.2322013920126055e-42	1.0580503480031512e-41	yes	-0.7343453405987224
COADREAD	SBS5	364	0.7599164926931107	3771.824638601728	0.1680328073919521	0.29640193475860604	0.5906295612436749	2.5318824483846327e-58	1.2659412241923162e-57	yes	-0.7596745291497258
COADREAD	SBS8	49	0.1022964509394572	4075.522380945745	0.1523610620670566	0.23999053976999105	0.6534017899590009	1.2568067208130598e-09	2.0946778680217664e-09	yes	-0.613957687920635
COADREAD	SBS93	118	0.2463465553235908	4546.472553742478	0.2388481422936333	0.2741607469134609	0.8781788585580441	1.6407380206084332e-08	2.050922525760541e-08	yes	-0.18741329171487245
ES	SBS1	112	0.5209302325581395	1140.2083644945794	0.05381874485959818	0.07814469853500035	0.6872172055550043	0.0006967544435527511	0.0008709430544409387	yes	-0.5411619378374344
ES	SBS10c	17	0.07906976744186046	2306.7768599129918	0.12156418193707905	0.17335655527481514	0.6342451638623741	0.243499755859375	0.243499755859375	no	-0.6568874811474109
ES	SBS13	45	0.20930232558139536	1193.3441491211734	0.01029504545258982	0.08198113921704503	0.11924669710801727	5.1792547772953776e-09	1.0358509554590755e-08	yes	-3.067978787833723
ES	SBS17a	157	0.7302325581395349	2585.876061313049	0.1402354482345051	0.11903078286292952	1.185922445312929	3.6988322287772735e-06	5.449567522321429e-06	yes	0.24600966635873422
ES	SBS17b	179	0.8325581395348837	4595.027088091766	0.6811702003970964	0.21811438782136092	3.0718411087329214	3.990159344066362e-31	1.995079672033181e-30	yes	1.619103594453774
ES	SBS18	98	0.4558139534883721	3043.016742531329	0.05550481925314738	0.18741243355911089	0.2675094080855785	2.5098027516815003e-17	8.366009172271667e-17	yes	-1.9023384640848675
ES	SBS2	49	0.2279069767441861	1201.9775332609065	0.012221498450387887	0.08560964565202392	0.13537391210716326	1.3370868913961307e-09	3.342717228490327e-09	yes	-2.884978350803765
ES	SBS3	14	0.06511627906976744	4591.640966953882	0.2095513822382032	0.3826665228583441	0.6327644403738499	0.001220703125	0.0013563368055555555	yes	-0.6602595683032424
ES	SBS5	215	1.0	7517.096086395575	0.1208348515369057	0.4235946091537357	0.2822412912655193	8.544640384681199e-35	8.544640384681198e-34	yes	-1.8249990284750264
ES	SBS8	20	0.09302325581395347	2925.93903677845	0.08895929456148607	0.23178926664513	0.4050762143718449	3.814697265625e-06	5.449567522321429e-06	yes	-1.3037347208362182
ESOPHA_STOMACH	SBS1	183	0.5922330097087378	1047.317311928775	0.07766651074536979	0.08410897588618617	0.8109020437692029	0.5935153458668139	0.5935153458668139	no	-0.3024004461707989
ESOPHA_STOMACH	SBS10c	22	0.07119741100323625	1827.7709896482165	0.22057470351002265	0.17385637456064096	1.2159115304632788	0.1465167999267578	0.1611684799194336	no	0.2820382623299192
ESOPHA_STOMACH	SBS13	56	0.1812297734627832	1147.469974126294	0.010816044323935223	0.07900617438931001	0.12496392735944988	7.547498213151495e-11	1.3837080057444409e-10	yes	-3.000416394641775
ESOPHA_STOMACH	SBS17a	200	0.6472491909385113	2276.822153758659	0.13909724146367386	0.11289824514868982	1.2275759358912441	5.2631430023909257e-11	1.1578914605260037e-10	yes	0.29581227011657707
ESOPHA_STOMACH	SBS17b	237	0.7669902912621359	4144.4238003113505	0.6580403774892412	0.20037902306250893	3.215340467668632	1.244494196900218e-40	6.844718082951197e-40	yes	1.684971510495821
ESOPHA_STOMACH	SBS18	158	0.511326860841424	2804.9633124920647	0.06784823873684359	0.19723845448245575	0.33539113129474274	6.499450779059268e-27	2.3831319523217318e-26	yes	-1.5760835544831902
ESOPHA_STOMACH	SBS2	71	0.2297734627831715	994.1904015496872	0.014565553991001913	0.08160215120212272	0.16074764813769135	2.7615398260823467e-13	7.594234521726455e-13	yes	-2.6371304649230085
ESOPHA_STOMACH	SBS3	35	0.11326860841423947	4419.37699926399	0.18122413734715465	0.3301922954572015	0.556843287008676	8.935391176147764e-07	1.4041328991089344e-06	yes	-0.8446567293807306
ESOPHA_STOMACH	SBS5	309	1.0	6568.860047994921	0.13032307210569966	0.4301854759121783	0.31062176924981755	4.4710153718374656e-49	4.918116909021213e-48	yes	-1.6867691534808675
ESOPHA_STOMACH	SBS8	28	0.0906148867313916	2378.447030112205	0.08911126808769021	0.22386583146528627	0.3842908914519641	5.856266144553142e-06	8.052365948760571e-06	yes	-1.379729313159594
ESOPHA_STOMACH	SBS93	17	0.05501618122977346	4408.647527063743	0.1337074781924467	0.24315044662555954	0.5884425867187668	0.02667236328125	0.032599555121527776	no	-0.7650264339087145
GBM	SBS1	90	0.9782608695652174	1665.7394442590619	0.8196619038793742	0.2697456158728776	3.092931029232933	1.7437900167092116e-16	3.4875800334184237e-16	yes	1.6289746624303953
GBM	SBS12	5	0.05434782608695652	1778.8098385244534	0.09640515965624427	0.2431138914966983	0.3965431965353306	0.0625	0.0625	no	-1.3344500636797507
GBM	SBS5	92	1.0	3411.959728818907	0.14288411696486786	0.5956702708359418	0.2504019645694383	8.149781597324954e-17	3.2599126389299816e-16	yes	-1.99768221367327
GBM	SBS8	48	0.5217391304347826	1523.8256294875393	0.059737142810278226	0.23690409886993324	0.2428793750319792	1.6310100430962226e-09	2.1746800574616292e-09	yes	-2.041688111304878
HEAD_NECK	SBS1	74	0.7047619047619048	478.5404827829718	0.2465708976510024	0.1085766985554274	2.662985193614788	6.782562714206295e-10	6.1043064427856646e-09	yes	1.413044407084801
HEAD_NECK	SBS13	66	0.6285714285714286	887.4742316899493	0.09194097508888333	0.12366452357646762	0.6241233227905117	0.010907437226370937	0.024541733759334602	no	-0.6800969702878326
HEAD_NECK	SBS18	37	0.3523809523809524	848.5685476900005	0.1387758758914166	0.17862020454879507	0.7927622875167442	0.06680499277182485	0.10020748915773728	no	-0.3350397611554236
HEAD_NECK	SBS2	65	0.6190476190476191	792.5566625451223	0.12862714376505424	0.11467909719653425	1.0450620625784643	0.8114738054360007	0.8114738054360007	no	0.06358862145971501
HEAD_NECK	SBS3	8	0.0761904761904762	4419.974546882164	0.2147957278584644	0.33265364974682343	0.6725468771779821	0.078125	0.10044642857142858	no	-0.5722932664519584
HEAD_NECK	SBS31	7	0.06666666666666668	3304.396935674723	0.13915763724862315	0.1865303146358766	0.7374121594680111	0.03125	0.05625	no	-0.4394568891152912
HEAD_NECK	SBS40	28	0.26666666666666666	2735.6846596167998	0.41518944860928575	0.4933611103107153	0.804304402596042	0.001128690345679373	0.003386071037038119	yes	-0.31418647780968445
HEAD_NECK	SBS5	101	0.961904761904762	2323.0284490021786	0.3303086704633006	0.4473661191041305	0.8088275822835197	3.520096153806178e-08	1.5840432692127802e-07	yes	-0.3060958986539226
HEAD_NECK	SBS8	10	0.09523809523809523	3723.449381141128	0.20122378754194695	0.26525615879112185	0.8034250594619226	0.10546875	0.11865234375	no	-0.3157646340048361
KIDNEY	SBS1	148	0.5584905660377358	321.354530735157	0.2895410108476805	0.06651388451087441	3.81528793413527	2.6908388526809388e-20	8.072516558042817e-20	yes	1.9317919392285627
KIDNEY	SBS13	14	0.052830188679245285	348.26061189798446	0.0043877600609949574	0.07508839118203625	0.06155428621510565	0.0006103515625	0.00091552734375	yes	-4.021996870254643
KIDNEY	SBS18	14	0.052830188679245285	1011.2024680334508	0.09728344812461212	0.1397728591425697	0.7637830964840727	0.0006103515625	0.00091552734375	yes	-0.3887651032962122
KIDNEY	SBS40	240	0.9056603773584906	3714.982434229818	0.5689185671441547	0.7763095462892728	0.7594581344943022	1.0483004717543442e-30	6.289802830526065e-30	yes	-0.39695765724649557
KIDNEY	SBS5	232	0.8754716981132076	779.4061205787789	0.153346621766474	0.17688782739651546	0.951681992592294	0.0060549854168151325	0.0060549854168151325	yes	-0.07144852172617641
KIDNEY	SBS8	25	0.09433962264150944	474.6276696134118	0.06060883748794885	0.1726839663972324	0.4998036134059713	0.0009118914604187012	0.0010942697525024414	yes	-1.0005667632425952
LIVER	SBS1	20	0.05617977528089888	255.48198378802087	0.19131644815900076	0.06463888756105701	2.270334091517487	0.0004825592041015625	0.00193023681640625	yes	1.1829046132474277
LIVER	SBS12	172	0.4831460674157304	2358.0438826116892	0.2332540079605988	0.2193569776857054	1.0455357018429707	0.02509145707087899	0.05018291414175798	no	0.06424232638697908
LIVER	SBS16	22	0.06179775280898876	1415.7236910307388	0.1420956102644427	0.1217153317942765	1.2226499142133624	0.0008091926574707031	0.0021578470865885415	yes	0.29001137088884443
LIVER	SBS36	20	0.05617977528089888	692.4287053122032	0.09990470262026753	0.12502301119877607	0.7799073032647055	0.2454872131347656	0.2805568150111607	no	-0.3586254338195267
LIVER	SBS4	97	0.27247191011235955	2034.5895562900616	0.19198736459474525	0.1853719166637046	0.9318194331117852	0.18366741046923285	0.2805568150111607	no	-0.10187767669506666
LIVER	SBS5	356	1.0	5807.765464817627	0.6204764533458422	0.6243767760653138	0.9974089506874642	0.6181100388997591	0.6181100388997591	no	-0.003742945168397531
LIVER	SBS8	193	0.5421348314606742	2103.364907737663	0.18127319407770728	0.2128876722997604	0.8334734267281079	3.8959701487289794e-11	3.1167761189831835e-10	yes	-0.2627918917629114
LIVER	SBS92	32	0.0898876404494382	2714.6458708079667	0.3126629310684883	0.3059590108935798	1.0241780519703492	0.23141097273990166	0.2805568150111607	no	0.03446654772530547
LUNG	SBS1	97	0.20726495726495728	517.5859280956596	0.16570834587129346	0.08567532291032627	2.000837484417972	2.728214641711865e-17	6.820536604279661e-17	yes	1.0006039908589055
LUNG	SBS13	204	0.4358974358974359	2275.445096565697	0.08526653926689981	0.10280260502031892	0.7938040612554288	2.502075014671793e-25	8.340250048905981e-25	yes	-0.33314515142328915
LUNG	SBS18	109	0.2329059829059829	2456.527165954937	0.19767543741465665	0.1576734308225199	1.2215628701030588	6.181807194753226e-16	1.2363614389506452e-15	yes	0.28872811661521913
LUNG	SBS2	190	0.405982905982906	1820.2776814583656	0.09873166253801803	0.10427844207734516	0.9095650412164956	0.001440719129770825	0.001440719129770825	yes	-0.136751289022205
LUNG	SBS35	33	0.07051282051282051	1953.362231533158	0.180631318663469	0.2047823166247396	0.8864834430886555	8.782118560905849e-05	0.0001097764820113231	yes	-0.17383440882482357
LUNG	SBS39	29	0.061965811965811975	4950.1030217877915	0.08900333568001183	0.13406582087578492	0.68316598251856	2.5630832507250078e-06	3.6615475010357247e-06	yes	-0.5496919555168104
LUNG	SBS4	304	0.6495726495726496	17462.864520058174	0.5945018495525196	0.4770685314923867	1.2229009206815724	1.4452550512770475e-51	7.226275256385238e-51	yes	0.290307521582604
LUNG	SBS5	468	1.0	8449.579810442949	0.30628088721972857	0.3960913561045669	0.7399511539738329	6.697453014948102e-73	6.697453014948101e-72	yes	-0.43449805691011956
LUNG	SBS8	45	0.09615384615384616	2218.946556774913	0.2332134572150187	0.2282880562289057	1.0859713532838309	0.0011738006858883275	0.0013042229843203638	yes	0.11898604695401505
LUNG	SBS92	50	0.10683760683760683	7027.508803939918	0.13626451096552472	0.17250359762585293	0.7673538292480877	7.556929455863566e-10	1.2594882426439275e-09	yes	-0.3820361325511765
NSCLC	SBS1	96	0.2324455205811138	541.4731918074939	0.1828593569544944	0.0871393443757962	2.0647558636869725	4.1504260122781966e-17	8.300852024556393e-17	yes	1.045971207760868
NSCLC	SBS13	183	0.4430992736077482	2386.352548845748	0.08592858487102456	0.102346112467091	0.8284721735407972	1.1354908508948735e-19	2.8387271272371837e-19	yes	-0.2714748534079016
NSCLC	SBS18	82	0.19854721549636806	2096.2254290462492	0.18207016131899192	0.15748921686682035	1.182658833563797	3.118910887912693e-11	5.198184813187822e-11	yes	0.24203395354908713
NSCLC	SBS2	176	0.4261501210653753	1820.2776814583656	0.10353897091631653	0.10656254917326873	0.9560400418560058	0.3115543646134128	0.3115543646134128	no	-0.06485705097284769
NSCLC	SBS35	31	0.07506053268765134	1677.9740606496455	0.1537458632933456	0.1711856592080945	0.8511270514228048	1.936868960287056e-05	2.42108620035882e-05	yes	-0.2325535895610723
NSCLC	SBS4	261	0.6319612590799032	15956.601120880503	0.5277034401037926	0.4217130715627765	1.213043995052764	1.4643355339839378e-44	7.321677669919688e-44	yes	0.2786318755148383
NSCLC	SBS40	196	0.4745762711864407	11414.529255910526	0.32517033395427697	0.40448114678723796	0.7999370590059323	3.4392890440773856e-33	1.1464296813591288e-32	yes	-0.32204160517771513
NSCLC	SBS5	368	0.8910411622276029	5166.724490753573	0.20401078449138527	0.2668244854614505	0.7609084453293045	9.516995635531462e-54	9.516995635531461e-53	yes	-0.39420521989114854
NSCLC	SBS8	21	0.05084745762711865	1985.6722279501143	0.2200305205117641	0.207306027159184	1.0719125495070736	0.02633094787597656	0.02925660875108507	no	0.10018721033038556
NSCLC	SBS92	39	0.09443099273607747	6577.850886267024	0.1594465062304149	0.19603246169815552	0.8187774118513961	5.255295360476943e-08	7.507564800681348e-08	yes	-0.28845679254983
OV	SBS1	126	0.5121951219512195	405.7593875811275	0.2680243634445805	0.07835856156476792	3.0164862873916967	7.579939865886014e-21	6.821945879297414e-20	yes	1.5928690240494987
OV	SBS13	61	0.24796747967479674	589.5875325568327	0.03949197841765557	0.06672752133574801	0.4543920449343095	4.031840980594856e-07	6.047761470892286e-07	yes	-1.1379905171624674
OV	SBS2	18	0.07317073170731707	926.8762953485092	0.0874919981220283	0.08387821375536084	0.5629059547153392	0.06653594970703125	0.06653594970703125	no	-0.8290341850137509
OV	SBS3	43	0.17479674796747968	3391.702441016028	0.2874133602690601	0.4302924941860567	0.6691283820396207	7.2272146945626e-08	1.3008986450212677e-07	yes	-0.5796450553770458
OV	SBS31	36	0.14634146341463414	1145.5414440247027	0.15579095353756267	0.17023560516289066	0.8341629431045083	0.005166223468725871	0.005812001402316604	yes	-0.26159887159193534
OV	SBS35	28	0.11382113821138212	1544.4382588102205	0.16831321109573427	0.2603417122210885	0.6704806696106109	3.7896194415808717e-06	4.87236785346112e-06	yes	-0.576732355984934
OV	SBS39	70	0.2845528455284553	2118.3176735903035	0.1786015171714932	0.23942208064471301	0.7388356698335621	2.5716026809408152e-08	5.786106032116835e-08	yes	-0.43667457581965285
OV	SBS5	244	0.9918699186991871	3020.870597460332	0.3953353765460598	0.4580610075241899	0.8842947652221409	2.2467729735747544e-14	1.0110478381086396e-13	yes	-0.177400746265897
OV	SBS8	182	0.7398373983739838	1959.13531255221	0.21622131533050096	0.26951869210695123	0.7965795595404219	8.809047870101503e-10	2.642714361030451e-09	yes	-0.3281096346781282
PANCREAS	SBS1	314	0.8219895287958116	795.2824892988646	0.5710278559976902	0.18481464866884775	3.047481220960713	3.4347452370178233e-53	1.5456353566580207e-52	yes	1.6076173307682682
PANCREAS	SBS10c	43	0.112565445026178	777.4535941033438	0.11751688583742342	0.16391019523879632	0.7451014850846195	6.528793625582072e-07	8.394163232891238e-07	yes	-0.42449115648441466
PANCREAS	SBS13	61	0.15968586387434555	452.7985359784914	0.008470572052723394	0.06834804348906638	0.09623064784235454	2.336767100675978e-09	3.5051506510139673e-09	yes	-3.3773597484978444
PANCREAS	SBS17b	23	0.060209424083769635	492.7407621397811	0.07898334712979213	0.08053283780724305	0.8415836655800651	0.20015525817871094	0.20015525817871094	no	-0.24882139146357324
PANCREAS	SBS2	118	0.3089005235602094	311.5802050032829	0.017525562823375338	0.06930728992108165	0.2090690254538842	4.140581071667953e-19	9.316307411252895e-19	yes	-2.257948759091825
PANCREAS	SBS3	30	0.07853403141361258	2173.6044884886105	0.21199780470302992	0.3863031307812084	0.5473476629153968	1.92092110490314e-06	2.1610362430160322e-06	yes	-0.8694706033014813
PANCREAS	SBS36	85	0.2225130890052356	569.2589338691571	0.049882886379856654	0.12378097393678278	0.3726290476292531	2.6928394353942588e-15	4.8471109837096656e-15	yes	-1.4241879535191293
